task_number,alias,human_time,ai_time,score
3,Claude 3 Opus,483.331,128.47552222222222,0.5995756519
3,Claude 3 Opus,483.331,128.47552222222222,0.7648580231
3,Claude 3 Opus,483.331,128.47552222222222,0.6708974841
3,Claude 3 Opus,483.331,128.47552222222222,0.7433237951
3,Claude 3 Opus,483.331,128.47552222222222,0.6277029982
3,Claude 3 Opus,483.331,128.47552222222222,0.61801191
3,Claude 3 Opus,483.331,128.47552222222222,0.5703821212
3,Claude 3 Opus,483.331,128.47552222222222,0.582766589
3,Claude 3 Opus,483.331,128.47552222222222,0.8096338886
3,Claude 3 Opus,483.331,128.47552222222222,0.7509058408
3,Claude 3 Opus,483.331,128.47552222222222,0.7794130536
3,Claude 3 Opus,483.331,128.47552222222222,0.5836721056
3,Claude 3 Opus,483.331,128.47552222222222,0.0095364015
3,Claude 3 Opus,483.331,128.47552222222222,0.5496519824
3,Claude 3 Opus,483.331,128.47552222222222,0.4678515977
3,Claude 3 Opus,483.331,128.47552222222222,0.5873387337
3,Claude 3 Opus,483.331,128.47552222222222,0.5965299548
3,Claude 3 Opus,483.331,128.47552222222222,0.5889418463
3,Claude 3 Opus,483.331,128.47552222222222,0.591239472
3,Claude 3 Opus,483.331,128.47552222222222,0.5946346164
3,Claude 3 Opus,483.331,128.47552222222222,0.6118067058
3,Claude 3 Opus,483.331,128.47552222222222,0.5381269075
3,Claude 3 Opus,483.331,128.47552222222222,0.600348035
3,Claude 3 Opus,483.331,128.47552222222222,0.5965096226
3,Claude 3 Opus,483.331,128.47552222222222,0.6739668721
3,Claude 3 Opus,483.331,128.47552222222222,0.3799629088
3,Claude 3 Opus,483.331,128.47552222222222,0.6028909393
3,Claude 3 Opus,483.331,128.47552222222222,0.7282671532
3,Claude 3 Opus,483.331,128.47552222222222,0.5853166278
3,Claude 3 Opus,483.331,128.47552222222222,0.6046022147
3,Claude 3 Opus,483.331,128.47552222222222,0.5387644624
3,Claude 3 Opus,483.331,128.47552222222222,0.5397237843
3,Claude 3 Opus,483.331,128.47552222222222,0.5897328516
3,Claude 3 Opus,483.331,128.47552222222222,0.611821717
3,Claude 3 Opus,483.331,128.47552222222222,0.5785935111
3,Claude 3 Opus,483.331,128.47552222222222,0.5705095365
3,Claude 3 Opus,483.331,128.47552222222222,0.52095733
3,Claude 3 Opus,483.331,128.47552222222222,0.5521141927
3,Claude 3 Opus,483.331,128.47552222222222,0.3753887102
3,Claude 3 Opus,483.331,128.47552222222222,0.6038398664
3,Claude 3 Opus,483.331,128.47552222222222,0.6014127041
3,Claude 3 Opus,483.331,128.47552222222222,0.2889194765
3,Claude 3 Opus,483.331,128.47552222222222,0.5684808281
3,Claude 3 Opus,483.331,128.47552222222222,0.6215898375
3,Claude 3 Opus,483.331,128.47552222222222,0.5713243277
3,Claude 3 Opus,483.331,128.47552222222222,0.5834569749
3,Claude 3 Opus,483.331,128.47552222222222,0.5576266419
3,Claude 3 Opus,483.331,128.47552222222222,0.6548025992
3,Claude 3 Opus,483.331,128.47552222222222,0.725675608
3,Claude 3 Opus,483.331,128.47552222222222,0.6018048071
3,Claude 3 Opus,483.331,128.47552222222222,0.5858699842
3,Claude 3 Opus,483.331,128.47552222222222,0.58390775
3,Claude 3 Opus,483.331,128.47552222222222,0.5747855804
3,Claude 3 Opus,483.331,128.47552222222222,0.5889906924
3,Claude 3 Opus,483.331,128.47552222222222,0.6039985174
3,Claude 3 Opus,483.331,128.47552222222222,0.5594768924
3,Claude 3 Opus,483.331,128.47552222222222,0.5662521463
3,Claude 3 Opus,483.331,128.47552222222222,0.5997203003
3,Claude 3 Opus,483.331,128.47552222222222,1.0
3,Claude 3 Opus,483.331,128.47552222222222,0.1982086889
3,Claude 3 Opus,483.331,128.47552222222222,0.9337733899
3,Claude 3 Opus,483.331,128.47552222222222,0.1266192312
3,Claude 3 Opus,483.331,128.47552222222222,0.5629528844
3,Claude 3 Opus,483.331,128.47552222222222,0.7214210158
3,Claude 3 Opus,483.331,128.47552222222222,0.4015817504
3,Claude 3 Opus,483.331,128.47552222222222,0.6205834789
3,Claude 3 Opus,483.331,128.47552222222222,0.4117272527
3,Claude 3 Opus,483.331,128.47552222222222,0.2878593856
3,Claude 3 Opus,483.331,128.47552222222222,0.6124325506
3,Claude 3 Opus,483.331,128.47552222222222,0.4017939652
3,Claude 3 Opus,483.331,128.47552222222222,0.5939610284
3,Claude 3 Opus,483.331,128.47552222222222,0.5927065355
3,Claude 3 Opus,483.331,128.47552222222222,0.5340226801
3,Claude 3 Opus,483.331,128.47552222222222,0.5487596945
3,Claude 3 Opus,483.331,128.47552222222222,0.4835540537
3,Claude 3 Opus,483.331,128.47552222222222,0.3887406432
3,Claude 3 Opus,483.331,128.47552222222222,0.5630896605
3,Claude 3 Opus,483.331,128.47552222222222,0.5895811809
3,Claude 3 Opus,483.331,128.47552222222222,0.5558697866
3,Claude 3 Opus,483.331,128.47552222222222,0.6217995761
3,Claude 3 Opus,483.331,128.47552222222222,0.4721699707
3,Claude 3 Opus,483.331,128.47552222222222,0.4986029561
3,Claude 3 Opus,483.331,128.47552222222222,0.3925971372
3,Claude 3 Opus,483.331,128.47552222222222,0.4139252255
3,Claude 3 Opus,483.331,128.47552222222222,0.4068129126
3,Claude 3 Opus,483.331,128.47552222222222,0.4017667625
3,Claude 3 Opus,483.331,128.47552222222222,0.5589503786
4,Claude 3 Opus,479.196,86.03064791666667,0.0
4,Claude 3 Opus,479.196,86.03064791666667,0.0819532396
4,Claude 3 Opus,479.196,86.03064791666667,0.8559899676
4,Claude 3 Opus,479.196,86.03064791666667,0.8413531729
4,Claude 3 Opus,479.196,86.03064791666667,1.0
4,Claude 3 Opus,479.196,86.03064791666667,0.2578317482
4,Claude 3 Opus,479.196,86.03064791666667,0.4122649714
4,Claude 3 Opus,479.196,86.03064791666667,0.0028871934
4,Claude 3 Opus,479.196,86.03064791666667,0.4338153683
4,Claude 3 Opus,479.196,86.03064791666667,0.0492645823
4,Claude 3 Opus,479.196,86.03064791666667,0.5795325765
4,Claude 3 Opus,479.196,86.03064791666667,0.5417202489
4,Claude 3 Opus,479.196,86.03064791666667,0.0335570112
4,Claude 3 Opus,479.196,86.03064791666667,0.0154000151
4,Claude 3 Opus,479.196,86.03064791666667,0.239070617
4,Claude 3 Opus,479.196,86.03064791666667,0.0848021311
4,Claude 3 Opus,479.196,86.03064791666667,0.0619761885
4,Claude 3 Opus,479.196,86.03064791666667,0.1117271184
4,Claude 3 Opus,479.196,86.03064791666667,0.6851118268
4,Claude 3 Opus,479.196,86.03064791666667,0.055363466
4,Claude 3 Opus,479.196,86.03064791666667,0.0317019339
4,Claude 3 Opus,479.196,86.03064791666667,0.3341371
4,Claude 3 Opus,479.196,86.03064791666667,0.8750231348
4,Claude 3 Opus,479.196,86.03064791666667,0.0323500523
4,Claude 3 Opus,479.196,86.03064791666667,0.0315285682
4,Claude 3 Opus,479.196,86.03064791666667,0.3932839307
4,Claude 3 Opus,479.196,86.03064791666667,0.1965471468
4,Claude 3 Opus,479.196,86.03064791666667,0.4501924452
4,Claude 3 Opus,479.196,86.03064791666667,0.1314033716
4,Claude 3 Opus,479.196,86.03064791666667,0.3195062275
5,Claude 3 Opus,480.0,42.448525,0.0
5,Claude 3 Opus,480.0,42.448525,0.0905292485
5,Claude 3 Opus,480.0,42.448525,0.7242339835
5,Claude 3 Opus,480.0,42.448525,0.633704735
5,Claude 3 Opus,480.0,42.448525,0.543175488
5,Claude 3 Opus,480.0,42.448525,0.9958217275
5,Claude 3 Opus,480.0,42.448525,0.271587744
5,Claude 3 Opus,480.0,42.448525,0.8147632305
5,Claude 3 Opus,480.0,42.448525,0.2987465181
5,Claude 3 Opus,480.0,42.448525,1.0
5,Claude 3 Opus,480.0,42.448525,0.1810584955
5,Claude 3 Opus,480.0,42.448525,0.4526462395
5,Claude 3 Opus,480.0,42.448525,0.362116991
6,Claude 3 Opus,480.0,36.14687380952381,0.0
6,Claude 3 Opus,480.0,36.14687380952381,1.0
6,Claude 3 Opus,480.0,36.14687380952381,0.8308874707
6,Claude 3 Opus,480.0,36.14687380952381,0.0213614687
6,Claude 3 Opus,480.0,36.14687380952381,0.0408814314
6,Claude 3 Opus,480.0,36.14687380952381,0.7203971156
6,Claude 3 Opus,480.0,36.14687380952381,0.3520959317
6,Claude 3 Opus,480.0,36.14687380952381,0.1217355339
6,Claude 3 Opus,480.0,36.14687380952381,0.4625862869
6,Claude 3 Opus,480.0,36.14687380952381,0.0574549847
7,Claude 3 Opus,492.963,24.657927083333334,0.0
7,Claude 3 Opus,492.963,24.657927083333334,0.0095634373
7,Claude 3 Opus,492.963,24.657927083333334,0.0109816714
7,Claude 3 Opus,492.963,24.657927083333334,0.0049942379
7,Claude 3 Opus,492.963,24.657927083333334,0.0096724655
7,Claude 3 Opus,492.963,24.657927083333334,0.005482864
7,Claude 3 Opus,492.963,24.657927083333334,0.0077660701
7,Claude 3 Opus,492.963,24.657927083333334,0.7647724346
7,Claude 3 Opus,492.963,24.657927083333334,1.0
7,Claude 3 Opus,492.963,24.657927083333334,0.2940894055
7,Claude 3 Opus,492.963,24.657927083333334,0.5667301068
7,Claude 3 Opus,492.963,24.657927083333334,0.2963667547
7,Claude 3 Opus,492.963,24.657927083333334,0.1287970763
7,Claude 3 Opus,492.963,24.657927083333334,0.3216694309
7,Claude 3 Opus,492.963,24.657927083333334,0.3868564759
7,Claude 3 Opus,492.963,24.657927083333334,0.002391989
7,Claude 3 Opus,492.963,24.657927083333334,0.2560972125
7,Claude 3 Opus,492.963,24.657927083333334,0.0055914778
7,Claude 3 Opus,492.963,24.657927083333334,0.1076219354
7,Claude 3 Opus,492.963,24.657927083333334,0.0093454139
7,Claude 3 Opus,492.963,24.657927083333334,0.0062977363
7,Claude 3 Opus,492.963,24.657927083333334,0.0075484122
7,Claude 3 Opus,492.963,24.657927083333334,0.0077116514
7,Claude 3 Opus,492.963,24.657927083333334,0.0065694982
7,Claude 3 Opus,492.963,24.657927083333334,0.0079293426
7,Claude 3 Opus,492.963,24.657927083333334,0.0076028225
7,Claude 3 Opus,492.963,24.657927083333334,0.0062433922
7,Claude 3 Opus,492.963,24.657927083333334,0.0107087883
7,Claude 3 Opus,492.963,24.657927083333334,0.0097269838
7,Claude 3 Opus,492.963,24.657927083333334,0.0036381114
7,Claude 3 Opus,492.963,24.657927083333334,0.0057001027
7,Claude 3 Opus,492.963,24.657927083333334,0.0089639798
7,Claude 3 Opus,492.963,24.657927083333334,0.0055371695
7,Claude 3 Opus,492.963,24.657927083333334,0.0106542199
7,Claude 3 Opus,492.963,24.657927083333334,0.0073851976
7,Claude 3 Opus,492.963,24.657927083333334,0.0059173854
7,Claude 3 Opus,492.963,24.657927083333334,0.0060260434
7,Claude 3 Opus,492.963,24.657927083333334,0.0073307984
7,Claude 3 Opus,492.963,24.657927083333334,0.0006066023
7,Claude 3 Opus,492.963,24.657927083333334,0.010054152
7,Claude 3 Opus,492.963,24.657927083333334,0.3745232994
7,Claude 3 Opus,492.963,24.657927083333334,0.7092081665
7,Claude 3 Opus,492.963,24.657927083333334,0.6827519772
7,Claude 3 Opus,492.963,24.657927083333334,0.1354425617
7,Claude 3 Opus,492.963,24.657927083333334,0.0067325884
7,Claude 3 Opus,492.963,24.657927083333334,0.0025544445
7,Claude 3 Opus,492.963,24.657927083333334,0.0065151403
7,Claude 3 Opus,492.963,24.657927083333334,0.0067869574
7,Claude 3 Opus,492.963,24.657927083333334,0.0061890509
7,Claude 3 Opus,492.963,24.657927083333334,0.0066238588
7,Claude 3 Opus,492.963,24.657927083333334,0.2495985483
7,Claude 3 Opus,492.963,24.657927083333334,0.0050485187
7,Claude 3 Opus,492.963,24.657927083333334,0.0060803764
7,Claude 3 Opus,492.963,24.657927083333334,0.7703020774
7,Claude 3 Opus,492.963,24.657927083333334,0.8550640891
7,Claude 3 Opus,492.963,24.657927083333334,0.7660969485
7,Claude 3 Opus,492.963,24.657927083333334,0.7653241164
8,Claude 3 Opus,360.0,11.256989583333333,0.0
8,Claude 3 Opus,360.0,11.256989583333333,0.4473684211
8,Claude 3 Opus,360.0,11.256989583333333,0.3026315789
8,Claude 3 Opus,360.0,11.256989583333333,0.8947368421
8,Claude 3 Opus,360.0,11.256989583333333,0.9210526316
8,Claude 3 Opus,360.0,11.256989583333333,0.9868421053
8,Claude 3 Opus,360.0,11.256989583333333,0.9605263158
8,Claude 3 Opus,360.0,11.256989583333333,0.9473684211
8,Claude 3 Opus,360.0,11.256989583333333,0.9078947368
8,Claude 3 Opus,360.0,11.256989583333333,1.0
8,Claude 3 Opus,360.0,11.256989583333333,0.1710526316
8,Claude 3 Opus,360.0,11.256989583333333,0.25
8,Claude 3 Opus,360.0,11.256989583333333,0.8421052632
8,Claude 3 Opus,360.0,11.256989583333333,0.2631578947
8,Claude 3 Opus,360.0,11.256989583333333,0.9736842105
9,Claude 3 Opus,1.996,0.17575833333333335,0.0
9,Claude 3 Opus,1.996,0.17575833333333335,1.0
10,Claude 3 Opus,21.834,5.084347916666667,0.0
10,Claude 3 Opus,21.834,5.084347916666667,1.0
11,Claude 3 Opus,36.438,11.397589583333334,0.0
11,Claude 3 Opus,36.438,11.397589583333334,1.0
12,Claude 3 Opus,60.0,7.335366666666666,0.0
12,Claude 3 Opus,60.0,7.335366666666666,1.0
13,Claude 3 Opus,34.629,5.660154166666667,0.0
13,Claude 3 Opus,34.629,5.660154166666667,1.0
14,Claude 3 Opus,45.131,5.325297916666667,0.0
14,Claude 3 Opus,45.131,5.325297916666667,1.0
15,Claude 3 Opus,12.043,1.8824395833333334,0.0
15,Claude 3 Opus,12.043,1.8824395833333334,0.125
15,Claude 3 Opus,12.043,1.8824395833333334,0.0243902439
15,Claude 3 Opus,12.043,1.8824395833333334,0.1111111111
15,Claude 3 Opus,12.043,1.8824395833333334,0.0833333333
15,Claude 3 Opus,12.043,1.8824395833333334,0.0714285714
15,Claude 3 Opus,12.043,1.8824395833333334,0.0263157895
15,Claude 3 Opus,12.043,1.8824395833333334,0.0476190476
15,Claude 3 Opus,12.043,1.8824395833333334,0.3333333333
15,Claude 3 Opus,12.043,1.8824395833333334,0.25
15,Claude 3 Opus,12.043,1.8824395833333334,0.1
15,Claude 3 Opus,12.043,1.8824395833333334,0.2
15,Claude 3 Opus,12.043,1.8824395833333334,0.1666666667
15,Claude 3 Opus,12.043,1.8824395833333334,0.1428571429
15,Claude 3 Opus,12.043,1.8824395833333334,0.0625
15,Claude 3 Opus,12.043,1.8824395833333334,0.0384615385
15,Claude 3 Opus,12.043,1.8824395833333334,0.0666666667
15,Claude 3 Opus,12.043,1.8824395833333334,0.0769230769
15,Claude 3 Opus,12.043,1.8824395833333334,0.0277777778
15,Claude 3 Opus,12.043,1.8824395833333334,0.5
15,Claude 3 Opus,12.043,1.8824395833333334,0.0416666667
15,Claude 3 Opus,12.043,1.8824395833333334,1.0
16,Claude 3 Opus,17.6,1.1728208333333332,0.0
16,Claude 3 Opus,17.6,1.1728208333333332,0.0588235294
16,Claude 3 Opus,17.6,1.1728208333333332,0.25
16,Claude 3 Opus,17.6,1.1728208333333332,0.1666666667
16,Claude 3 Opus,17.6,1.1728208333333332,0.125
16,Claude 3 Opus,17.6,1.1728208333333332,0.1
16,Claude 3 Opus,17.6,1.1728208333333332,0.2
16,Claude 3 Opus,17.6,1.1728208333333332,0.0476190476
16,Claude 3 Opus,17.6,1.1728208333333332,0.5
16,Claude 3 Opus,17.6,1.1728208333333332,0.3333333333
16,Claude 3 Opus,17.6,1.1728208333333332,0.0714285714
16,Claude 3 Opus,17.6,1.1728208333333332,0.0909090909
16,Claude 3 Opus,17.6,1.1728208333333332,0.1111111111
16,Claude 3 Opus,17.6,1.1728208333333332,1.0
17,Claude 3 Opus,10.0,1.2888729166666666,0.0
17,Claude 3 Opus,10.0,1.2888729166666666,0.125
17,Claude 3 Opus,10.0,1.2888729166666666,0.3333333333
17,Claude 3 Opus,10.0,1.2888729166666666,0.1428571429
17,Claude 3 Opus,10.0,1.2888729166666666,0.5
17,Claude 3 Opus,10.0,1.2888729166666666,0.1111111111
17,Claude 3 Opus,10.0,1.2888729166666666,0.0588235294
17,Claude 3 Opus,10.0,1.2888729166666666,0.25
17,Claude 3 Opus,10.0,1.2888729166666666,0.2
17,Claude 3 Opus,10.0,1.2888729166666666,0.1666666667
17,Claude 3 Opus,10.0,1.2888729166666666,0.0625
17,Claude 3 Opus,10.0,1.2888729166666666,0.1
17,Claude 3 Opus,10.0,1.2888729166666666,0.0169491525
18,Claude 3 Opus,36.719,1.32295625,0.0
18,Claude 3 Opus,36.719,1.32295625,0.3333333333
18,Claude 3 Opus,36.719,1.32295625,0.5
18,Claude 3 Opus,36.719,1.32295625,0.25
18,Claude 3 Opus,36.719,1.32295625,0.2
18,Claude 3 Opus,36.719,1.32295625,0.1
18,Claude 3 Opus,36.719,1.32295625,0.1666666667
18,Claude 3 Opus,36.719,1.32295625,0.0476190476
18,Claude 3 Opus,36.719,1.32295625,0.1428571429
18,Claude 3 Opus,36.719,1.32295625,0.0625
18,Claude 3 Opus,36.719,1.32295625,0.0769230769
18,Claude 3 Opus,36.719,1.32295625,0.0434782609
18,Claude 3 Opus,36.719,1.32295625,0.1111111111
18,Claude 3 Opus,36.719,1.32295625,0.125
18,Claude 3 Opus,36.719,1.32295625,1.0
19,Claude 3 Opus,10.0,1.0900375,0.0
19,Claude 3 Opus,10.0,1.0900375,0.2
19,Claude 3 Opus,10.0,1.0900375,0.25
19,Claude 3 Opus,10.0,1.0900375,0.3333333333
19,Claude 3 Opus,10.0,1.0900375,0.1428571429
19,Claude 3 Opus,10.0,1.0900375,0.0588235294
19,Claude 3 Opus,10.0,1.0900375,0.5
19,Claude 3 Opus,10.0,1.0900375,0.0833333333
19,Claude 3 Opus,10.0,1.0900375,0.0909090909
19,Claude 3 Opus,10.0,1.0900375,0.125
19,Claude 3 Opus,10.0,1.0900375,0.1666666667
19,Claude 3 Opus,10.0,1.0900375,0.1111111111
19,Claude 3 Opus,10.0,1.0900375,0.0666666667
19,Claude 3 Opus,10.0,1.0900375,0.1
19,Claude 3 Opus,10.0,1.0900375,0.0769230769
19,Claude 3 Opus,10.0,1.0900375,0.0625
20,Claude 3 Opus,63.873,3.1094916666666665,0.0
20,Claude 3 Opus,63.873,3.1094916666666665,0.125
20,Claude 3 Opus,63.873,3.1094916666666665,0.025
20,Claude 3 Opus,63.873,3.1094916666666665,0.036036036
20,Claude 3 Opus,63.873,3.1094916666666665,0.0149812734
20,Claude 3 Opus,63.873,3.1094916666666665,0.0209424084
20,Claude 3 Opus,63.873,3.1094916666666665,0.0444444444
20,Claude 3 Opus,63.873,3.1094916666666665,0.0434782609
20,Claude 3 Opus,63.873,3.1094916666666665,0.0166666667
20,Claude 3 Opus,63.873,3.1094916666666665,0.1142857143
20,Claude 3 Opus,63.873,3.1094916666666665,0.0179372197
20,Claude 3 Opus,63.873,3.1094916666666665,0.0281690141
20,Claude 3 Opus,63.873,3.1094916666666665,0.013029316
20,Claude 3 Opus,63.873,3.1094916666666665,0.2857142857
20,Claude 3 Opus,63.873,3.1094916666666665,0.1818181818
20,Claude 3 Opus,63.873,3.1094916666666665,0.3636363636
20,Claude 3 Opus,63.873,3.1094916666666665,0.1904761905
20,Claude 3 Opus,63.873,3.1094916666666665,0.2105263158
20,Claude 3 Opus,63.873,3.1094916666666665,0.2352941176
20,Claude 3 Opus,63.873,3.1094916666666665,0.5714285714
20,Claude 3 Opus,63.873,3.1094916666666665,0.031496063
20,Claude 3 Opus,63.873,3.1094916666666665,1.0
20,Claude 3 Opus,63.873,3.1094916666666665,0.1176470588
20,Claude 3 Opus,63.873,3.1094916666666665,0.4444444444
20,Claude 3 Opus,63.873,3.1094916666666665,0.0396039604
20,Claude 3 Opus,63.873,3.1094916666666665,0.0115942029
20,Claude 3 Opus,63.873,3.1094916666666665,0.025974026
20,Claude 3 Opus,63.873,3.1094916666666665,0.0305343511
20,Claude 3 Opus,63.873,3.1094916666666665,0.1052631579
20,Claude 3 Opus,63.873,3.1094916666666665,0.6666666667
20,Claude 3 Opus,63.873,3.1094916666666665,0.8
20,Claude 3 Opus,63.873,3.1094916666666665,0.667
20,Claude 3 Opus,63.873,3.1094916666666665,0.5
21,Claude 3 Opus,600.0,4.00619375,0.0
21,Claude 3 Opus,600.0,4.00619375,0.0656
21,Claude 3 Opus,600.0,4.00619375,0.0408
21,Claude 3 Opus,600.0,4.00619375,0.1234
21,Claude 3 Opus,600.0,4.00619375,0.0428
21,Claude 3 Opus,600.0,4.00619375,0.1808
21,Claude 3 Opus,600.0,4.00619375,0.0776
21,Claude 3 Opus,600.0,4.00619375,0.0478
21,Claude 3 Opus,600.0,4.00619375,0.0634
21,Claude 3 Opus,600.0,4.00619375,0.0638
21,Claude 3 Opus,600.0,4.00619375,0.0916
21,Claude 3 Opus,600.0,4.00619375,0.0238
21,Claude 3 Opus,600.0,4.00619375,0.1396
21,Claude 3 Opus,600.0,4.00619375,0.0274
21,Claude 3 Opus,600.0,4.00619375,0.0336
21,Claude 3 Opus,600.0,4.00619375,0.0944
21,Claude 3 Opus,600.0,4.00619375,0.092
21,Claude 3 Opus,600.0,4.00619375,0.0382
21,Claude 3 Opus,600.0,4.00619375,0.0242
21,Claude 3 Opus,600.0,4.00619375,0.0622
21,Claude 3 Opus,600.0,4.00619375,0.0498
21,Claude 3 Opus,600.0,4.00619375,0.1058
21,Claude 3 Opus,600.0,4.00619375,0.0452
21,Claude 3 Opus,600.0,4.00619375,0.5962
21,Claude 3 Opus,600.0,4.00619375,0.4154
21,Claude 3 Opus,600.0,4.00619375,0.049
21,Claude 3 Opus,600.0,4.00619375,0.5772
21,Claude 3 Opus,600.0,4.00619375,0.288
21,Claude 3 Opus,600.0,4.00619375,0.1212
21,Claude 3 Opus,600.0,4.00619375,0.0752
21,Claude 3 Opus,600.0,4.00619375,0.2238
